glyph	codepoint	block	cl100k	o200k	tier	unicode_name
ά	U+03AC	greek	1	1	A	GREEK SMALL LETTER ALPHA WITH TONOS
έ	U+03AD	greek	1	1	A	GREEK SMALL LETTER EPSILON WITH TONOS
ή	U+03AE	greek	1	1	A	GREEK SMALL LETTER ETA WITH TONOS
ί	U+03AF	greek	1	1	A	GREEK SMALL LETTER IOTA WITH TONOS
α	U+03B1	greek	1	1	A	GREEK SMALL LETTER ALPHA
β	U+03B2	greek	1	1	A	GREEK SMALL LETTER BETA
γ	U+03B3	greek	1	1	A	GREEK SMALL LETTER GAMMA
δ	U+03B4	greek	1	1	A	GREEK SMALL LETTER DELTA
ε	U+03B5	greek	1	1	A	GREEK SMALL LETTER EPSILON
η	U+03B7	greek	1	1	A	GREEK SMALL LETTER ETA
θ	U+03B8	greek	1	1	A	GREEK SMALL LETTER THETA
ι	U+03B9	greek	1	1	A	GREEK SMALL LETTER IOTA
κ	U+03BA	greek	1	1	A	GREEK SMALL LETTER KAPPA
λ	U+03BB	greek	1	1	A	GREEK SMALL LETTER LAMDA
μ	U+03BC	greek	1	1	A	GREEK SMALL LETTER MU
ν	U+03BD	greek	1	1	A	GREEK SMALL LETTER NU
ο	U+03BF	greek	1	1	A	GREEK SMALL LETTER OMICRON
π	U+03C0	greek	1	1	A	GREEK SMALL LETTER PI
ρ	U+03C1	greek	1	1	A	GREEK SMALL LETTER RHO
ς	U+03C2	greek	1	1	A	GREEK SMALL LETTER FINAL SIGMA
σ	U+03C3	greek	1	1	A	GREEK SMALL LETTER SIGMA
τ	U+03C4	greek	1	1	A	GREEK SMALL LETTER TAU
υ	U+03C5	greek	1	1	A	GREEK SMALL LETTER UPSILON
φ	U+03C6	greek	1	1	A	GREEK SMALL LETTER PHI
χ	U+03C7	greek	1	1	A	GREEK SMALL LETTER CHI
ω	U+03C9	greek	1	1	A	GREEK SMALL LETTER OMEGA
ό	U+03CC	greek	1	1	A	GREEK SMALL LETTER OMICRON WITH TONOS
Ђ	U+0402	cyrillic	1	1	A	CYRILLIC CAPITAL LETTER DJE
А	U+0410	cyrillic	1	1	A	CYRILLIC CAPITAL LETTER A
Б	U+0411	cyrillic	1	1	A	CYRILLIC CAPITAL LETTER BE
В	U+0412	cyrillic	1	1	A	CYRILLIC CAPITAL LETTER VE
Г	U+0413	cyrillic	1	1	A	CYRILLIC CAPITAL LETTER GHE
Д	U+0414	cyrillic	1	1	A	CYRILLIC CAPITAL LETTER DE
Е	U+0415	cyrillic	1	1	A	CYRILLIC CAPITAL LETTER IE
З	U+0417	cyrillic	1	1	A	CYRILLIC CAPITAL LETTER ZE
И	U+0418	cyrillic	1	1	A	CYRILLIC CAPITAL LETTER I
К	U+041A	cyrillic	1	1	A	CYRILLIC CAPITAL LETTER KA
Л	U+041B	cyrillic	1	1	A	CYRILLIC CAPITAL LETTER EL
М	U+041C	cyrillic	1	1	A	CYRILLIC CAPITAL LETTER EM
Н	U+041D	cyrillic	1	1	A	CYRILLIC CAPITAL LETTER EN
О	U+041E	cyrillic	1	1	A	CYRILLIC CAPITAL LETTER O
П	U+041F	cyrillic	1	1	A	CYRILLIC CAPITAL LETTER PE
Р	U+0420	cyrillic	1	1	A	CYRILLIC CAPITAL LETTER ER
С	U+0421	cyrillic	1	1	A	CYRILLIC CAPITAL LETTER ES
Т	U+0422	cyrillic	1	1	A	CYRILLIC CAPITAL LETTER TE
У	U+0423	cyrillic	1	1	A	CYRILLIC CAPITAL LETTER U
Ф	U+0424	cyrillic	1	1	A	CYRILLIC CAPITAL LETTER EF
Ц	U+0426	cyrillic	1	1	A	CYRILLIC CAPITAL LETTER TSE
Ч	U+0427	cyrillic	1	1	A	CYRILLIC CAPITAL LETTER CHE
Э	U+042D	cyrillic	1	1	A	CYRILLIC CAPITAL LETTER E
Я	U+042F	cyrillic	1	1	A	CYRILLIC CAPITAL LETTER YA
а	U+0430	cyrillic	1	1	A	CYRILLIC SMALL LETTER A
б	U+0431	cyrillic	1	1	A	CYRILLIC SMALL LETTER BE
в	U+0432	cyrillic	1	1	A	CYRILLIC SMALL LETTER VE
г	U+0433	cyrillic	1	1	A	CYRILLIC SMALL LETTER GHE
д	U+0434	cyrillic	1	1	A	CYRILLIC SMALL LETTER DE
е	U+0435	cyrillic	1	1	A	CYRILLIC SMALL LETTER IE
ж	U+0436	cyrillic	1	1	A	CYRILLIC SMALL LETTER ZHE
з	U+0437	cyrillic	1	1	A	CYRILLIC SMALL LETTER ZE
и	U+0438	cyrillic	1	1	A	CYRILLIC SMALL LETTER I
й	U+0439	cyrillic	1	1	A	CYRILLIC SMALL LETTER SHORT I
к	U+043A	cyrillic	1	1	A	CYRILLIC SMALL LETTER KA
л	U+043B	cyrillic	1	1	A	CYRILLIC SMALL LETTER EL
м	U+043C	cyrillic	1	1	A	CYRILLIC SMALL LETTER EM
н	U+043D	cyrillic	1	1	A	CYRILLIC SMALL LETTER EN
о	U+043E	cyrillic	1	1	A	CYRILLIC SMALL LETTER O
п	U+043F	cyrillic	1	1	A	CYRILLIC SMALL LETTER PE
р	U+0440	cyrillic	1	1	A	CYRILLIC SMALL LETTER ER
с	U+0441	cyrillic	1	1	A	CYRILLIC SMALL LETTER ES
т	U+0442	cyrillic	1	1	A	CYRILLIC SMALL LETTER TE
у	U+0443	cyrillic	1	1	A	CYRILLIC SMALL LETTER U
ф	U+0444	cyrillic	1	1	A	CYRILLIC SMALL LETTER EF
х	U+0445	cyrillic	1	1	A	CYRILLIC SMALL LETTER HA
ц	U+0446	cyrillic	1	1	A	CYRILLIC SMALL LETTER TSE
ч	U+0447	cyrillic	1	1	A	CYRILLIC SMALL LETTER CHE
ш	U+0448	cyrillic	1	1	A	CYRILLIC SMALL LETTER SHA
щ	U+0449	cyrillic	1	1	A	CYRILLIC SMALL LETTER SHCHA
ъ	U+044A	cyrillic	1	1	A	CYRILLIC SMALL LETTER HARD SIGN
ы	U+044B	cyrillic	1	1	A	CYRILLIC SMALL LETTER YERU
ь	U+044C	cyrillic	1	1	A	CYRILLIC SMALL LETTER SOFT SIGN
э	U+044D	cyrillic	1	1	A	CYRILLIC SMALL LETTER E
ю	U+044E	cyrillic	1	1	A	CYRILLIC SMALL LETTER YU
я	U+044F	cyrillic	1	1	A	CYRILLIC SMALL LETTER YA
ё	U+0451	cyrillic	1	1	A	CYRILLIC SMALL LETTER IO
і	U+0456	cyrillic	1	1	A	CYRILLIC SMALL LETTER BYELORUSSIAN-UKRAINIAN I
א	U+05D0	hebrew	1	1	A	HEBREW LETTER ALEF
ב	U+05D1	hebrew	1	1	A	HEBREW LETTER BET
ד	U+05D3	hebrew	1	1	A	HEBREW LETTER DALET
ה	U+05D4	hebrew	1	1	A	HEBREW LETTER HE
ו	U+05D5	hebrew	1	1	A	HEBREW LETTER VAV
ח	U+05D7	hebrew	1	1	A	HEBREW LETTER HET
י	U+05D9	hebrew	1	1	A	HEBREW LETTER YOD
ל	U+05DC	hebrew	1	1	A	HEBREW LETTER LAMED
מ	U+05DE	hebrew	1	1	A	HEBREW LETTER MEM
נ	U+05E0	hebrew	1	1	A	HEBREW LETTER NUN
ע	U+05E2	hebrew	1	1	A	HEBREW LETTER AYIN
ר	U+05E8	hebrew	1	1	A	HEBREW LETTER RESH
ש	U+05E9	hebrew	1	1	A	HEBREW LETTER SHIN
ת	U+05EA	hebrew	1	1	A	HEBREW LETTER TAV
أ	U+0623	arabic	1	1	A	ARABIC LETTER ALEF WITH HAMZA ABOVE
إ	U+0625	arabic	1	1	A	ARABIC LETTER ALEF WITH HAMZA BELOW
ا	U+0627	arabic	1	1	A	ARABIC LETTER ALEF
ب	U+0628	arabic	1	1	A	ARABIC LETTER BEH
ة	U+0629	arabic	1	1	A	ARABIC LETTER TEH MARBUTA
ت	U+062A	arabic	1	1	A	ARABIC LETTER TEH
ث	U+062B	arabic	1	1	A	ARABIC LETTER THEH
ج	U+062C	arabic	1	1	A	ARABIC LETTER JEEM
ح	U+062D	arabic	1	1	A	ARABIC LETTER HAH
خ	U+062E	arabic	1	1	A	ARABIC LETTER KHAH
د	U+062F	arabic	1	1	A	ARABIC LETTER DAL
ذ	U+0630	arabic	1	1	A	ARABIC LETTER THAL
ر	U+0631	arabic	1	1	A	ARABIC LETTER REH
ز	U+0632	arabic	1	1	A	ARABIC LETTER ZAIN
س	U+0633	arabic	1	1	A	ARABIC LETTER SEEN
ش	U+0634	arabic	1	1	A	ARABIC LETTER SHEEN
ص	U+0635	arabic	1	1	A	ARABIC LETTER SAD
ض	U+0636	arabic	1	1	A	ARABIC LETTER DAD
ط	U+0637	arabic	1	1	A	ARABIC LETTER TAH
ظ	U+0638	arabic	1	1	A	ARABIC LETTER ZAH
ع	U+0639	arabic	1	1	A	ARABIC LETTER AIN
غ	U+063A	arabic	1	1	A	ARABIC LETTER GHAIN
ف	U+0641	arabic	1	1	A	ARABIC LETTER FEH
ق	U+0642	arabic	1	1	A	ARABIC LETTER QAF
ك	U+0643	arabic	1	1	A	ARABIC LETTER KAF
ل	U+0644	arabic	1	1	A	ARABIC LETTER LAM
م	U+0645	arabic	1	1	A	ARABIC LETTER MEEM
ن	U+0646	arabic	1	1	A	ARABIC LETTER NOON
ه	U+0647	arabic	1	1	A	ARABIC LETTER HEH
و	U+0648	arabic	1	1	A	ARABIC LETTER WAW
ى	U+0649	arabic	1	1	A	ARABIC LETTER ALEF MAKSURA
ي	U+064A	arabic	1	1	A	ARABIC LETTER YEH
پ	U+067E	arabic	1	1	A	ARABIC LETTER PEH
ک	U+06A9	arabic	1	1	A	ARABIC LETTER KEHEH
گ	U+06AF	arabic	1	1	A	ARABIC LETTER GAF
ی	U+06CC	arabic	1	1	A	ARABIC LETTER FARSI YEH
क	U+0915	devanagari	1	1	A	DEVANAGARI LETTER KA
त	U+0924	devanagari	1	1	A	DEVANAGARI LETTER TA
न	U+0928	devanagari	1	1	A	DEVANAGARI LETTER NA
प	U+092A	devanagari	1	1	A	DEVANAGARI LETTER PA
म	U+092E	devanagari	1	1	A	DEVANAGARI LETTER MA
र	U+0930	devanagari	1	1	A	DEVANAGARI LETTER RA
ल	U+0932	devanagari	1	1	A	DEVANAGARI LETTER LA
स	U+0938	devanagari	1	1	A	DEVANAGARI LETTER SA
ह	U+0939	devanagari	1	1	A	DEVANAGARI LETTER HA
ন	U+09A8	bengali	1	1	A	BENGALI LETTER NA
র	U+09B0	bengali	1	1	A	BENGALI LETTER RA
ก	U+0E01	thai	1	1	A	THAI CHARACTER KO KAI
ข	U+0E02	thai	1	1	A	THAI CHARACTER KHO KHAI
ค	U+0E04	thai	1	1	A	THAI CHARACTER KHO KHWAI
ง	U+0E07	thai	1	1	A	THAI CHARACTER NGO NGU
จ	U+0E08	thai	1	1	A	THAI CHARACTER CHO CHAN
ช	U+0E0A	thai	1	1	A	THAI CHARACTER CHO CHANG
ณ	U+0E13	thai	1	1	A	THAI CHARACTER NO NEN
ด	U+0E14	thai	1	1	A	THAI CHARACTER DO DEK
ต	U+0E15	thai	1	1	A	THAI CHARACTER TO TAO
ถ	U+0E16	thai	1	1	A	THAI CHARACTER THO THUNG
ท	U+0E17	thai	1	1	A	THAI CHARACTER THO THAHAN
น	U+0E19	thai	1	1	A	THAI CHARACTER NO NU
บ	U+0E1A	thai	1	1	A	THAI CHARACTER BO BAIMAI
ป	U+0E1B	thai	1	1	A	THAI CHARACTER PO PLA
ผ	U+0E1C	thai	1	1	A	THAI CHARACTER PHO PHUNG
พ	U+0E1E	thai	1	1	A	THAI CHARACTER PHO PHAN
ม	U+0E21	thai	1	1	A	THAI CHARACTER MO MA
ย	U+0E22	thai	1	1	A	THAI CHARACTER YO YAK
ร	U+0E23	thai	1	1	A	THAI CHARACTER RO RUA
ล	U+0E25	thai	1	1	A	THAI CHARACTER LO LING
ว	U+0E27	thai	1	1	A	THAI CHARACTER WO WAEN
ส	U+0E2A	thai	1	1	A	THAI CHARACTER SO SUA
ห	U+0E2B	thai	1	1	A	THAI CHARACTER HO HIP
อ	U+0E2D	thai	1	1	A	THAI CHARACTER O ANG
ะ	U+0E30	thai	1	1	A	THAI CHARACTER SARA A
า	U+0E32	thai	1	1	A	THAI CHARACTER SARA AA
ำ	U+0E33	thai	1	1	A	THAI CHARACTER SARA AM
เ	U+0E40	thai	1	1	A	THAI CHARACTER SARA E
แ	U+0E41	thai	1	1	A	THAI CHARACTER SARA AE
ใ	U+0E43	thai	1	1	A	THAI CHARACTER SARA AI MAIMUAN
ไ	U+0E44	thai	1	1	A	THAI CHARACTER SARA AI MAIMALAI
あ	U+3042	hiragana	1	1	A	HIRAGANA LETTER A
い	U+3044	hiragana	1	1	A	HIRAGANA LETTER I
う	U+3046	hiragana	1	1	A	HIRAGANA LETTER U
え	U+3048	hiragana	1	1	A	HIRAGANA LETTER E
お	U+304A	hiragana	1	1	A	HIRAGANA LETTER O
か	U+304B	hiragana	1	1	A	HIRAGANA LETTER KA
が	U+304C	hiragana	1	1	A	HIRAGANA LETTER GA
き	U+304D	hiragana	1	1	A	HIRAGANA LETTER KI
く	U+304F	hiragana	1	1	A	HIRAGANA LETTER KU
け	U+3051	hiragana	1	1	A	HIRAGANA LETTER KE
こ	U+3053	hiragana	1	1	A	HIRAGANA LETTER KO
ご	U+3054	hiragana	1	1	A	HIRAGANA LETTER GO
さ	U+3055	hiragana	1	1	A	HIRAGANA LETTER SA
ざ	U+3056	hiragana	1	1	A	HIRAGANA LETTER ZA
し	U+3057	hiragana	1	1	A	HIRAGANA LETTER SI
じ	U+3058	hiragana	1	1	A	HIRAGANA LETTER ZI
す	U+3059	hiragana	1	1	A	HIRAGANA LETTER SU
せ	U+305B	hiragana	1	1	A	HIRAGANA LETTER SE
そ	U+305D	hiragana	1	1	A	HIRAGANA LETTER SO
た	U+305F	hiragana	1	1	A	HIRAGANA LETTER TA
だ	U+3060	hiragana	1	1	A	HIRAGANA LETTER DA
ち	U+3061	hiragana	1	1	A	HIRAGANA LETTER TI
っ	U+3063	hiragana	1	1	A	HIRAGANA LETTER SMALL TU
つ	U+3064	hiragana	1	1	A	HIRAGANA LETTER TU
て	U+3066	hiragana	1	1	A	HIRAGANA LETTER TE
で	U+3067	hiragana	1	1	A	HIRAGANA LETTER DE
と	U+3068	hiragana	1	1	A	HIRAGANA LETTER TO
ど	U+3069	hiragana	1	1	A	HIRAGANA LETTER DO
な	U+306A	hiragana	1	1	A	HIRAGANA LETTER NA
に	U+306B	hiragana	1	1	A	HIRAGANA LETTER NI
の	U+306E	hiragana	1	1	A	HIRAGANA LETTER NO
は	U+306F	hiragana	1	1	A	HIRAGANA LETTER HA
ば	U+3070	hiragana	1	1	A	HIRAGANA LETTER BA
ま	U+307E	hiragana	1	1	A	HIRAGANA LETTER MA
み	U+307F	hiragana	1	1	A	HIRAGANA LETTER MI
め	U+3081	hiragana	1	1	A	HIRAGANA LETTER ME
も	U+3082	hiragana	1	1	A	HIRAGANA LETTER MO
や	U+3084	hiragana	1	1	A	HIRAGANA LETTER YA
よ	U+3088	hiragana	1	1	A	HIRAGANA LETTER YO
ら	U+3089	hiragana	1	1	A	HIRAGANA LETTER RA
り	U+308A	hiragana	1	1	A	HIRAGANA LETTER RI
る	U+308B	hiragana	1	1	A	HIRAGANA LETTER RU
れ	U+308C	hiragana	1	1	A	HIRAGANA LETTER RE
ろ	U+308D	hiragana	1	1	A	HIRAGANA LETTER RO
わ	U+308F	hiragana	1	1	A	HIRAGANA LETTER WA
を	U+3092	hiragana	1	1	A	HIRAGANA LETTER WO
ん	U+3093	hiragana	1	1	A	HIRAGANA LETTER N
ア	U+30A2	katakana	1	1	A	KATAKANA LETTER A
ィ	U+30A3	katakana	1	1	A	KATAKANA LETTER SMALL I
イ	U+30A4	katakana	1	1	A	KATAKANA LETTER I
ウ	U+30A6	katakana	1	1	A	KATAKANA LETTER U
ェ	U+30A7	katakana	1	1	A	KATAKANA LETTER SMALL E
エ	U+30A8	katakana	1	1	A	KATAKANA LETTER E
オ	U+30AA	katakana	1	1	A	KATAKANA LETTER O
カ	U+30AB	katakana	1	1	A	KATAKANA LETTER KA
キ	U+30AD	katakana	1	1	A	KATAKANA LETTER KI
ク	U+30AF	katakana	1	1	A	KATAKANA LETTER KU
グ	U+30B0	katakana	1	1	A	KATAKANA LETTER GU
コ	U+30B3	katakana	1	1	A	KATAKANA LETTER KO
サ	U+30B5	katakana	1	1	A	KATAKANA LETTER SA
シ	U+30B7	katakana	1	1	A	KATAKANA LETTER SI
ジ	U+30B8	katakana	1	1	A	KATAKANA LETTER ZI
ス	U+30B9	katakana	1	1	A	KATAKANA LETTER SU
ズ	U+30BA	katakana	1	1	A	KATAKANA LETTER ZU
セ	U+30BB	katakana	1	1	A	KATAKANA LETTER SE
タ	U+30BF	katakana	1	1	A	KATAKANA LETTER TA
ダ	U+30C0	katakana	1	1	A	KATAKANA LETTER DA
チ	U+30C1	katakana	1	1	A	KATAKANA LETTER TI
ッ	U+30C3	katakana	1	1	A	KATAKANA LETTER SMALL TU
テ	U+30C6	katakana	1	1	A	KATAKANA LETTER TE
デ	U+30C7	katakana	1	1	A	KATAKANA LETTER DE
ト	U+30C8	katakana	1	1	A	KATAKANA LETTER TO
ド	U+30C9	katakana	1	1	A	KATAKANA LETTER DO
ナ	U+30CA	katakana	1	1	A	KATAKANA LETTER NA
ニ	U+30CB	katakana	1	1	A	KATAKANA LETTER NI
バ	U+30D0	katakana	1	1	A	KATAKANA LETTER BA
パ	U+30D1	katakana	1	1	A	KATAKANA LETTER PA
ビ	U+30D3	katakana	1	1	A	KATAKANA LETTER BI
ピ	U+30D4	katakana	1	1	A	KATAKANA LETTER PI
フ	U+30D5	katakana	1	1	A	KATAKANA LETTER HU
ブ	U+30D6	katakana	1	1	A	KATAKANA LETTER BU
プ	U+30D7	katakana	1	1	A	KATAKANA LETTER PU
ペ	U+30DA	katakana	1	1	A	KATAKANA LETTER PE
ポ	U+30DD	katakana	1	1	A	KATAKANA LETTER PO
マ	U+30DE	katakana	1	1	A	KATAKANA LETTER MA
ム	U+30E0	katakana	1	1	A	KATAKANA LETTER MU
メ	U+30E1	katakana	1	1	A	KATAKANA LETTER ME
ャ	U+30E3	katakana	1	1	A	KATAKANA LETTER SMALL YA
ュ	U+30E5	katakana	1	1	A	KATAKANA LETTER SMALL YU
ョ	U+30E7	katakana	1	1	A	KATAKANA LETTER SMALL YO
ラ	U+30E9	katakana	1	1	A	KATAKANA LETTER RA
リ	U+30EA	katakana	1	1	A	KATAKANA LETTER RI
ル	U+30EB	katakana	1	1	A	KATAKANA LETTER RU
レ	U+30EC	katakana	1	1	A	KATAKANA LETTER RE
ロ	U+30ED	katakana	1	1	A	KATAKANA LETTER RO
ン	U+30F3	katakana	1	1	A	KATAKANA LETTER N
一	U+4E00	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E00
万	U+4E07	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E07
三	U+4E09	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E09
上	U+4E0A	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E0A
下	U+4E0B	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E0B
不	U+4E0D	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E0D
与	U+4E0E	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E0E
专	U+4E13	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E13
业	U+4E1A	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E1A
东	U+4E1C	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E1C
两	U+4E24	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E24
个	U+4E2A	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E2A
中	U+4E2D	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E2D
串	U+4E32	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E32
为	U+4E3A	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E3A
主	U+4E3B	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E3B
么	U+4E48	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E48
义	U+4E49	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E49
之	U+4E4B	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E4B
也	U+4E5F	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E5F
书	U+4E66	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E66
了	U+4E86	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E86
事	U+4E8B	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E8B
二	U+4E8C	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E8C
于	U+4E8E	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E8E
五	U+4E94	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E94
些	U+4E9B	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4E9B
交	U+4EA4	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4EA4
产	U+4EA7	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4EA7
享	U+4EAB	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4EAB
京	U+4EAC	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4EAC
人	U+4EBA	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4EBA
亿	U+4EBF	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4EBF
今	U+4ECA	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4ECA
介	U+4ECB	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4ECB
从	U+4ECE	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4ECE
他	U+4ED6	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4ED6
付	U+4ED8	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4ED8
代	U+4EE3	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4EE3
以	U+4EE5	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4EE5
们	U+4EEC	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4EEC
件	U+4EF6	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4EF6
价	U+4EF7	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4EF7
任	U+4EFB	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4EFB
份	U+4EFD	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4EFD
企	U+4F01	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4F01
优	U+4F18	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4F18
会	U+4F1A	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4F1A
传	U+4F20	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4F20
但	U+4F46	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4F46
位	U+4F4D	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4F4D
体	U+4F53	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4F53
何	U+4F55	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4F55
余	U+4F59	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4F59
作	U+4F5C	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4F5C
你	U+4F60	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4F60
使	U+4F7F	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4F7F
例	U+4F8B	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4F8B
供	U+4F9B	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4F9B
価	U+4FA1	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4FA1
保	U+4FDD	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4FDD
信	U+4FE1	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4FE1
修	U+4FEE	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-4FEE
倍	U+500D	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-500D
值	U+503C	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-503C
停	U+505C	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-505C
像	U+50CF	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-50CF
元	U+5143	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5143
先	U+5148	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5148
入	U+5165	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5165
全	U+5168	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5168
公	U+516C	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-516C
共	U+5171	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5171
关	U+5173	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5173
其	U+5176	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5176
具	U+5177	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5177
内	U+5185	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5185
円	U+5186	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5186
册	U+518C	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-518C
再	U+518D	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-518D
写	U+5199	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5199
出	U+51FA	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-51FA
击	U+51FB	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-51FB
分	U+5206	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5206
列	U+5217	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5217
则	U+5219	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5219
初	U+521D	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-521D
利	U+5229	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5229
别	U+522B	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-522B
到	U+5230	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5230
制	U+5236	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5236
前	U+524D	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-524D
力	U+529B	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-529B
功	U+529F	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-529F
加	U+52A0	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-52A0
务	U+52A1	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-52A1
动	U+52A8	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-52A8
動	U+52D5	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-52D5
包	U+5305	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5305
化	U+5316	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5316
北	U+5317	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-5317
区	U+533A	cjk_unified	1	1	A	CJK UNIFIED IDEOGRAPH-533A
